annee_deb_couv,mois_deb_couv,annee_fin_couv,mois_fin_couv,AGRUMES,ALCOOL_DE_BOUCHE,"APPAREILS_DE_RECEPTION,_ENREGISTREMENT_ET_REPRODUCTION",APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS,APPAREILS_ET_MATERIEL_THERAPEUTIQUES,ARTICLES_DE_BIJOUTERIE_ET_D'HORLOGERIE,ASSURANCE_TRANSPORT,AUTOMOBILE,AUTRES_ARTICLES_VESTIMENTAIRES_ET_ACCESSOIRES_D'HABILLEMENT,AUTRES_CONSERVES_DE_POISSONS,AUTRES_EFFETS_PERSONNELS,AUTRES_FRUITS_FRAIS,AUTRES_MATIERES_GRASSES,AUTRES_PRODUITS_A_BASE_DE_TUBERCULES_ET_DE_PLANTAIN,AUTRES_PRODUITS_FRAIS_DE_MER_OU_DE_FLEUVE,AUTRES_SERVICES_N.C.A.,AUTRES_SERVICES_RELATIFS_AUX_VEHICULES_PERSONNELS,"BEURRE,_MARGARINE",BIERE,BOEUF,BOISSONS_NON_ALCOOLISEES_ARTISANALES,BOISSONS_NON_ALCOOLISEES_INDUSTRIELLES,"CAFE,_THE,_CACAO_ET_AUTRES_VEGETAUX_POUR_TISANES",CANTINES,CARBURANTS_ET_LUBRIFIANTS,CEREALES_NON_TRANSFORMEES,"CHARCUTERIE_ET_CONSERVES,_AUTRES_VIANDES_ET_PREPARATIONS_A_BASE_DE_VIANDE",COMBUSTIBLES_LIQUIDES,COMBUSTIBLES_SOLIDES_ET_AUTRES,COMMUNICATION_TELEPHONIQUE,CONFECTION_ET_REPARATIONS_VETEMENTS_ENFANTS,CONFECTION_ET_REPARATIONS_VETEMENTS_FEMMES,CONFECTION_ET_REPARATIONS_VETEMENTS_HOMMES,"CONFITURE,_MIEL,_CHOCOLAT_ET_CONFISERIE","CYCLE,_MOTOCYCLE_ET_VEHICULE_A_TRACTION_ANIMALE",ENSEIGNEMENT_NON_DEFINI_PAR_NIVEAU,ENSEIGNEMENT_POST-SECONDAIRE_NON_SUPERIEUR,ENSEIGNEMENT_PRE-ELEMENTAIRE_ET_PRIMAIRE,ENSEIGNEMENT_SECONDAIRE,ENSEIGNEMENT_SUPERIEUR,ENTRETIEN_ET_REPARATIONS_DE_VEHICULES_PARTICULIERS,"EQUIPEMENT_PHOTOGRAPHIQUE,_CINEMATOGRAPHIQUE,_OPTIQUE,_AUTRE_BIEN_DURABLE_A_FONCTION_RECREATIVE_ET_CULTURELLE","FARINES,_SEMOULES_ET_GRUAUX",FORFAIT_ET_CIRCUITS_TOURISTIQUES_COMPOSITES,FRAIS_DE_CONNEXION_INTERNET_ET_ASSIMILES,FRUITS_SECS_ET_NOIX,HOTELS_ET_AUTRES_SERVICES_D'HEBERGEMENT,HUILES,JEUX_DE_HASARD,"JEUX_ET_JOUETS,_PASSE-TEMPS_ET_ARTICLES_DE_SPORT,_MATERIEL_C",JOURNAUX_ET_PUBLICATIONS_PERIODIQUES,LAIT,LAITS_INFANTILES_ET_FARINES_LACTEES_POUR_BEBE,LEGUMES_FRAIS_EN_FEUILLES,LEGUMES_FRAIS_EN_FRUITS_OU_RACINE,LEGUMES_SECS_ET_OLEAGINEUX,LIVRES_SCOLAIRES_ET_AUTRES_LIVRES,LOYERS_EFFECTIFS_DES_LOCATAIRES_ET_SOUS-LOCATAIRES,MATERIEL_DE_TELEPHONIE_ET_DE_TELECOPIE,MATERIEL_DE_TRAITEMENT_DE_L'INFORMATION_ET_SUPPORTS_D'ENREGISTREMENT_DE_L'IMAGE_ET_DU_SON,MEDICAMENTS_MODERNES,MEDICAMENTS_TRADITIONNELS,MOUTON_-_CHEVRE,NETTOYAGE_ET_BLANCHISSAGE_DES_VETEMENTS,OEUFS,"OUTILLAGE,_MATERIEL_ET_ACCESSOIRES_DIVERS",PAINS,PAPETERIE_ET_IMPRIMES_DIVERS,PATES_ALIMENTAIRES,"PATISSERIES,_GATEAUX,_BISCUITS,_VIENOISERIES",PIECES_DETACHEES_ET_ACCESSOIRES,POISSONS_ET_AUTRES_PRODUITS_SECHES_OU_FUMES,POISSONS_FRAIS,PORC,PRODUITS_LAITIERS,PRODUITS_MEDICAUX_DIVERS,"PRODUITS_POUR_JARDINS,_PLANTES_ET_FLEURS,_ANIMAUX_DE_COMPAGNIE_ET_ARTICLES_CONNEXES_ET_AUTRES_SERVICES_POUR_ANIMAUX_DE_COMPAGNIE",PRODUITS_POUR_L'ENTRETIEN_ET_REPARATION_COURANTE,PRODUITS_POUR_SOINS_CORPORELS,PROTECTION_SOCIALE_ET_AUTRES_ASSURANCES,REPARATION_ET_LOCATION_D'ARTICLES_CHAUSSANTS,"RESTAURANTS,_CAFES_ET_ETABLISSEMENTS_SIMILAIRES",SALONS_DE_COIFFURE_ET_INSTITUTS_DE_SOINS_ET_DE_BEAUTE,"SEL,_EPICES,_SAUCES_ET_PRODUITS_ALIMENTAIRES_N.D.A","SERVICES_CULTURELS,_RECREATIFS_ET_SPORTIFS",SERVICES_D'ENTRETIEN_ET_DE_REPARATIONS_COURANTES,SERVICES_DES_AUXILIAIRES_MEDICAUX,SERVICES_DE_LABORATOIRES_ET_DE_RADIOLOGIE,SERVICES_DOMESTIQUES,SERVICES_FINANCIERS,SERVICES_HOSPITALIERS,SERVICES_MEDICAUX_ET_DENTAIRES,SERVICES_POSTAUX,SERVICES_POUR_L'HABITATION_SAUF_SERVICES_DOMESTIQUES,SOUS-VETEMENTS_FEMMES,SOUS-VETEMENTS_HOMMES,SUCRE,TABAC_ET_STUPEFIANTS,TENUES_SCOLAIRES,TISSUS_D'HABILLEMENT,TRANSPORT_AERIEN_DE_PASSAGERS,TRANSPORT_ROUTIER_DE_PASSAGERS,TUBERCULES_ET_PLANTAIN,VETEMENTS_DE_DESSUS_FEMMES,VETEMENTS_DE_DESSUS_HOMMES,VETEMENTS_ENFANTS_(3_A_13_ANS)_ET_NOURRISSONS_(0_A_2_ANS),VIN_ET_BOISSONS_FERMENTEES,VOLAILLE
2017,1,2017,1,97.58043576940536,98.48947803946534,100.3476356589147,101.0977155910908,100.521012567325,101.5031994901211,99.85950274223036,101.7819243663672,96.87121870571562,98.1986595174263,101.2772057074911,103.9928592814371,107.0656009070295,103.2310711928336,107.9291470588235,101.2982975627501,99.8068924148607,107.6830910951893,102.7660564191134,109.2996749767524,96.59251351351352,100.9298562185478,101.5719288174512,100.6390544871795,86.40704789919657,99.6242509306592,102.9174323104693,96.92118155619596,110.4624669210163,97.20222098121948,98.57115789473688,100.134916524254,102.1746047156727,101.4899522673031,96.83864259927796,103.1687302199923,104.7646109839817,104.2825709665828,102.858736779086,101.2335097534045,101.3582983862114,99.5454355400697,107.2844491725768,105.3,97.03720132823216,101.679219858156,100.2925526665401,104.0899646255184,100.7809899175069,103.07543274244,111.3876768068204,98.10597287624786,97.31636309875812,113.7286421550783,110.017285598236,113.1964422253923,101.561142643764,102.3005898466034,103.6660829329062,99.6209165526676,99.8535124261347,83.05505757715338,113.7313177339902,103.1487926829268,100.077915904936,100.8196750232126,100.9343591455274,99.679036889332,107.0702349869452,102.6879197080292,99.54962946625494,108.8302003443418,100.9969683759421,108.4382183908046,103.3033278688524,104.6386257928118,103.4889743589744,101.1843180407037,101.5163228611592,106.6639042089985,86.74188405797103,100.2026039874642,105.5307645703558,119.3750847301104,101.6771601819101,101.1762470308789,100.3106581112208,98.45179529027747,108.5020512820513,100.800256094558,98.10199385088391,98.11719107896324,103.441710199005,106.5185238095238,101.5396790728772,99.03516129032258,107.6332428892215,98.03722390317702,99.94133501259446,98.70406064880112,88.75380157626334,99.17613056449711,107.5073510705008,103.0083088823686,101.8483999347578,103.1327235005658,97.51023551401867,109.530254327093
2017,2,2017,2,99.81287335451655,98.43269255251434,97.58164728682172,99.4142547115934,100.8128222621185,99.71191523263224,104.5635612431444,98.4228456483841,95.48231931979215,98.8481233243968,102.2491954022988,100.3890868263473,99.05584494115108,118.4479151343706,106.0580081699346,103.8189668970535,99.73768575851396,101.5257523029683,103.3477835348302,109.2074569366338,97.2573783783784,100.8743565780014,99.8707893226177,108.4192628205128,86.5179922729069,99.876808328732,93.14446750902528,92.9056195965418,110.4722420651027,97.17704848183998,98.82242105263158,100.4011581438149,101.0102149791955,99.26116945107398,100.6572274368231,101.0080007719027,104.7646109839817,104.5532231404959,105.4095050888046,101.4957850570482,102.1583291250411,102.7273867595819,103.7434326241135,105.3,96.99541976467192,98.86382978723402,102.1378364015942,106.5473566723591,100.7809899175069,103.1956100104275,114.2439895369114,97.4213844415144,98.77052631578948,110.4513178012377,112.326761053731,111.8697660485022,102.0820612397311,102.5006479790601,101.2380405766151,98.76083720930234,99.98377896986712,107.2498341777982,113.114421182266,103.1487926829268,100.9710968921389,100.6957629216961,104.8851869158878,102.7236331006979,105.299434290688,104.9293248175182,101.198570798412,102.582009182449,99.76965642086596,103.570316091954,102.5352786885246,103.9123572938689,103.4044947209653,101.0959475681269,102.946667102553,98.32634252539911,96.9334782608696,100.6176631326265,105.6922254458572,111.285113820012,101.8717534108136,99.36961995249403,99.81084896347484,98.64730006994638,108.5731623931624,101.634533366166,98.3940276710223,100.3363351416516,104.4237997512438,106.3048095238095,102.5268843325162,101.8224964936886,109.4460553892216,102.1421596066566,99.8143408900084,100.4285754583921,88.79323133982383,99.44077687053463,117.4834032070232,102.4012136569752,102.2214842603164,103.3377461335345,102.7269495327103,108.5302543270929
2017,3,2017,3,119.2898819791194,92.92721196690007,99.14478682170542,101.3931239291833,100.2114362657092,100.6141300191205,103.7816965265082,101.8909212820169,94.83697213037316,98.9619034852547,101.1368529528339,111.5971856287425,101.7055674333225,114.835687883074,84.37241013071895,105.7999236085849,101.142113003096,106.3634083930399,104.1432239493379,109.2355865031218,97.51713513513512,101.660294751977,100.5750143513203,98.90743589743587,86.91502963515829,100.6863527064817,96.25736913357402,92.9056195965418,100.2911129150094,97.65396086704722,98.24886234817816,101.1266267911135,101.0006588072122,99.72538424821002,101.2976895306859,95.2171864145118,104.826533180778,103.114922745239,105.3814069048094,100.8957850570482,102.0609485124602,102.7273867595819,121.775706855792,105.3,97.56721504367286,100.7014184397163,98.59290947048775,103.6016918760673,94.96439963336388,103.2558915537018,114.2439895369114,97.04371256357123,99.6130573625074,109.5312449945395,121.4673064871765,118.2154037089872,101.3243465272591,102.1530791940589,98.6664335290977,99.58425718194256,100.7152005364402,98.58864002763704,115.2843719211823,104.7263536585366,100.3353839122486,100.9600154750851,103.2811882510013,103.243258225324,103.4893037423847,105.1855291970803,101.198570798412,105.9504742526217,97.57,106.3382088122605,102.6506885245902,105.4138689217759,105.1612368024133,100.9203035529493,103.1086933211285,98.3209433962264,99.18586956521742,100.1257175435087,106.5383590750064,110.6261629034492,98.76818595250126,99.36961995249403,99.29975978940443,96.5276777803684,108.5,101.634533366166,97.64167614655396,106.5878360458107,109.5523445273632,105.9004285714286,102.2226989079563,102.3977185600748,109.9676366017964,105.3943986384266,100.0886761824797,101.3678589562765,90.28089012517384,99.4592407945356,119.8203198065037,100.3409602560683,104.2100244658294,102.6305545077329,104.0466130841122,108.242606852702
2017,4,2017,4,114.6705310939628,100.4161935073202,97.15312790697676,99.51196459166192,99.55138958707364,99.57708094327596,99.85950274223036,100.2070819364356,96.65235238545112,99.12,101.3556163297661,100.9331175149701,103.4946031746032,115.402314002829,93.80832679738562,102.0853328483085,100.4509520123839,110.4394370522006,103.0843983880253,110.33,107.1202702702703,101.8820237239396,102.901696326062,99.32,86.42985511700401,101.2989444810573,100.6648375451264,92.11247838616715,105.6338469031577,95.66,98.1666518218624,100.7520165636914,100.4274826629681,100.4246491646778,97.9657761732852,102.8248475492088,104.7646109839817,105.4259072942867,104.6168728796647,101.2335097534045,101.1148172137446,98.4373867595819,116.8688936170213,105.3,96.8262376380567,98.98758865248227,101.0281780223951,116.2816443034887,100.7809899175069,103.2649947862356,112.868360782794,96.98827651158408,98.30755765819042,112.075802693848,108.6318660786817,114.1867617689016,100.809066467513,102.5737716094473,99.40354689446522,99.22624897400824,101.065995976698,92.63079226163056,113.4911330049261,102.9375121951219,100.8046435100548,100.8103311668214,104.20673564753,99.1520219341974,105.7909051348999,105.5482481751825,100.3433965593295,106.8949757395524,111.1553849564061,100.7342337164751,102.279868852459,104.1834143763214,104.3552036199095,100.6425891686788,100.4866281996796,104.7194339622641,89.12913043478261,102.61,105.6066771908866,112.03,102.2127842344619,99.4871971496437,100.3773905890096,98.4093238517137,108.5,100.9671115488796,98.53957519856525,98.69070524412298,104.4237997512438,105.9318571428571,101.8541141074214,99.70351566152404,109.6014520958084,102.8655068078669,100.5931122306185,99.92824823695344,90.39,99.2563535369396,114.34,101.6531341691118,102.5674718642962,104.2541324028669,100.8517457943925,103.9795231367008
2017,5,2017,5,116.7257557875624,99.6310439210694,97.63437596899226,99.8019931467733,99.54535727109516,100.5070618228171,99.85950274223036,100.2495655089178,96.18805384978744,98.92890080428954,102.0015616329766,102.540250748503,104.7728560630601,112.7730070721358,103.0266781045752,103.032546380502,99.01416795665637,108.145383828045,104.4934715025907,109.0145233139973,102.6701351351351,103.1539611790079,103.4404305396097,101.4292948717949,85.38072309786189,101.4723099941222,109.0459115523466,91.74832853025936,107.529310820683,96.49812360387192,98.35368421052634,102.5275259629289,100.3113730929265,99.84406205250596,99.10484476534296,104.6684407564647,104.7646109839817,105.4868774703557,103.7557234085013,101.2335097534045,106.8874838072236,98.4373867595819,112.0438865248227,105.3,96.91298058182343,96.94042553191488,101.5731163408616,107.4905476945597,100.7809899175069,103.6697601668404,112.9854311180004,98.36254661894893,98.98978710821996,113.685052784856,110.755074852037,110.6122967189729,100.7179686333084,102.5852279644509,100.1097579640505,99.3028508891929,100.345933112611,104.0912666973745,104.4752216748769,103.0136097560976,100.7940036563071,101.5659733828536,106.9738718291054,99.42752342971085,106.6985291557877,106.1688138686132,100.3266431407146,103.2249021756144,107.0558253288015,104.486091954023,103.192737704918,105.5001691331924,106.4217194570136,103.528031045188,101.676926672987,99.93354136429608,99.54478260869568,100.393421751017,105.4707159313935,109.8254628988318,102.1029813036887,100.9903800475059,101.4178644290886,99.48367218465845,108.5,100.9671115488796,98.3164299256982,99.21349005424956,104.4237997512438,107.2748095238095,102.4709360374415,99.553894343151,109.2694142964072,101.485741301059,100.8236411978729,100.1843272214387,90.39,99.2563535369396,119.329954313357,101.4338837023206,102.5605725004078,105.3586325914749,102.6084560747664,106.5672730483928
2017,6,2017,6,116.9407489786655,99.6310439210694,96.7025620155039,99.76761850371216,99.51898743267506,100.6621096239643,99.85950274223036,99.90329220866302,96.73127538970242,98.92890080428954,103.9092905271502,101.8637088323353,102.884132383112,113.285571900047,102.7247581699346,102.965067297199,98.99878482972136,109.1468986693961,104.4934715025907,109.2,108.5808378378378,103.2817577282531,103.6283323765787,101.929294871795,85.39398647758703,101.8076299805853,104.365036101083,91.74832853025936,108.6,96.8545623397038,102.1994898785425,102.8402169054818,100.3591539528433,104.4812792362769,99.10484476534296,104.746769587032,104.7646109839817,105.4868774703557,103.7557234085013,98.1913838792786,106.8874838072236,98.4373867595819,108.1391016548463,105.3,96.3216999927813,96.03801418439716,100.2957278420952,123.8434349841425,100.7809899175069,104.0012617309698,112.9854311180004,97.97723865134674,99.05126552335896,113.320575536949,111.3,109.6678915834522,100.7179686333084,102.6335564280497,96.2405285638014,99.21367168262655,100.400315158627,106.2,112.6125615763547,104.0195609756097,100.069634369287,101.6781739399567,100.7735781041388,99.42752342971085,106.7022889469104,105.5003832116789,100.4507851786502,104.7839114102363,108.9139921678735,102.1866475095785,103.1615245901639,105.2962579281184,107.4892006033183,102.5794060020696,100.5415342116447,104.6908708272859,87.20420289855073,102.851886243915,105.4707159313935,108.7901773098767,102.0869125821122,100.6806888361045,101.3511319512998,99.56303800419678,108.5,100.9671115488796,98.67458826543688,99.57500904159131,103.441710199005,103.3826666666667,102.4709360374415,99.63417484805984,109.209651946108,100.6008547655068,100.8236411978729,102.3822200282088,95.207454798331,98.2563535369396,112.79498969811,101.6501813817018,102.4143059859729,105.6567201056205,102.6084560747664,101.7591275167785
2017,7,2017,7,96.6,94.31590706556334,99.48941472868216,101.6840548258138,98.58378456014364,100.7061631612492,98.98210603290676,104.3201582405793,96.84329239489844,98.12008042895444,102.4582322631788,108.2792402694611,104.4742209264658,115.9015341819896,90.82098202614377,105.4943797744635,101.8211880804954,105.8273490276356,105.2039090385722,109.01,100.4421351351352,104.3136520488857,102.2405826636051,91.91746794871796,84.51647495280326,103.193206454945,99.57449909747292,92.541469740634,110.3,97.71435302391,98.01223886639676,103.4432969633233,100.8934812760055,104.7331885441528,101.3916317689531,98.07714395986108,104.826533180778,104.6377793747754,103.7276252245061,97.6900927493559,106.5443155121308,99.5454355400697,98.8459290780142,105.3,97.56059120768064,97.8673758865248,96.6561795407098,105.5779604781654,99.69147571035748,103.9525547445255,112.9583200930052,97.75585986061404,99.99091070372562,116.044630506007,116.965804804456,111.790253922967,100.7614115011202,102.7710022522523,96.31562021712048,99.942853625171,100.676269645027,106.5,113.1528078817734,105.4885365853658,100.1,101.5563293098112,88.52822429906541,100.2092502492522,107.1424804177546,106.5416240875912,100.2809836788707,107.2,109.2,108.7793103448276,103.0371475409836,107.3996934460888,104.9949321266968,102.597834425664,102.8004279316094,97.93377358490564,95.52652173913046,101.7927122757885,106.5153545524362,109.054895876622,99.74397170288024,100.3906650831354,100.8400427772294,97.35546980648172,108.5,99.49880325043092,98.49201998462723,105.8265099457505,108.5702549751244,101.2174285714286,101.5251615778917,100.8235624123422,109.6074513473054,102.0870158850227,100.424312902323,101.2766459802539,90.64089012517384,99.42368100808666,118.1633306458837,98.38020538810348,103.2754803457837,104.1655563938136,103.7177308411215,101.4278841398799
2017,8,2017,8,104.2740490240581,94.31590706556334,99.16541860465117,101.620416904626,98.72463913824056,100.6898024219248,98.98210603290676,104.3242805417729,95.98737364194616,98.33970509383376,104.2777923107412,99.23874625748503,100.5164938991469,103.947414427157,119.0208349673202,105.5693597671881,102.0057856037152,103.2625076765609,103.8672826712723,111.0115529380507,99.14945945945948,104.3237670740474,101.5251463834673,92.53240384615384,84.51647495280326,102.56170956308,112.9755685920578,92.541469740634,105.323413426414,95.70735914619009,101.7229352226721,102.5632903904299,100.8934812760055,104.7634176610978,101.307761732852,98.14592049401776,104.826533180778,106.6528584261588,104.2785930951906,100.5046912035333,106.5211296519925,99.5454355400697,110.3448085106383,105.3,97.6035176496066,97.31858156028368,98.11412602011764,103.5976164918273,93.31409715857012,104.3062565172054,112.9583200930052,99.12997174609151,99.9776404494382,122.5164834364762,113.16089474295,112.2143281027104,100.6739357729649,102.9811078646214,98.06256095390638,99.9677045143639,100.9411080843217,105.1,110.442512315271,105.4885365853658,99.62868372943328,101.5425750541628,94.63065420560748,100.2026979062811,107.0224891209748,108.8534489051095,100.2725672695192,103.911426409975,109.9450421161519,106.9309578544061,102.613393442623,107.7449788583509,105.6026395173454,102.6396336667816,102.9992487495505,98.57522496371551,94.5463768115942,101.8166343935454,105.7216887106408,105.95845177079,99.64161697827186,99.19109263657955,100.2815432708128,97.03800652832828,106.9128774928775,99.49880325043092,98.70230335639256,105.4649909584087,102.372381840796,102.7028571428571,101.4905950523735,101.1651519401589,109.2948802395209,106.0539712556732,100.305046179681,101.8798392101552,100.5,99.25527400486769,114.8581761175312,99.25131768471591,103.3260414288044,103.6661448509996,103.9004971962617,105.4405757682797
2017,9,2017,9,94.49249205628688,94.3082686187142,98.75524031007753,101.4007081667619,98.34318132854575,100.7171637985978,98.98210603290676,104.3077913369988,96.10951818611242,98.01694369973193,104.2763059849385,103.3196631736527,104.3876924738149,119.2893663366337,93.3964493464052,105.8971153146599,102.0057856037152,104.3240736949846,104.013713298791,110.0299052384537,102.5062702702703,104.1158770668584,100.5076636050517,91.91746794871796,84.45667164244634,102.1357595782199,118.9384025270758,92.541469740634,107.582773764104,95.71435302390996,98.070008097166,103.873420533719,100.7047780859916,105.0342911694511,101.307761732852,98.14592049401776,104.826533180778,112.4441879266978,104.6271063659948,97.6900927493559,106.6720100999012,99.5454355400697,109.2416264775414,105.3,97.56059120768064,97.11914893617022,98.36479218067942,101.0901756525982,93.31409715857012,104.3247236704901,112.9583200930052,98.238662648333,99.71133648728564,113.7133600291227,100.8539851456423,109.2378231098431,100.7614115011202,103.2464450937424,101.0015180637124,99.85474418604652,101.1816365617535,98.709557807462,113.401157635468,105.4885365853658,100.6546617915905,101.9634138037759,100.7793858477971,100.5229212362911,106.1791209747606,105.6994525547445,99.9870048522276,102.739467835342,115.9481365449978,100.8340134099617,102.4489836065573,107.4060253699788,105.9798190045249,103.81128458089,103.0894435908333,106.8486066763425,107.0789855072464,102.1803442021738,105.9393233211025,104.8693470933186,100.2575846387064,99.19109263657955,100.4738696939783,97.24564467241782,107.4413675213675,99.49880325043092,99.07259492697928,105.890452079566,109.5523445273632,101.8600952380952,101.2860887006909,101.9857971014493,102.6619255239521,105.6860400907716,99.4408088441086,102.0261904090268,98.63,99.25527400486769,111.1273456956015,97.81130701520402,102.7800701353776,102.0989305922294,103.777338317757,104.7795725891911
2017,10,2017,10,87.96717203812982,94.3082686187142,98.75524031007753,104.0418332381496,98.38428725314182,100.7171637985978,98.98210603290676,103.0834678825265,95.83964572508268,98.01308310991956,104.6136187078874,99.34131736526948,103.3229014145341,118.1761206977841,93.46806862745098,105.8199963623136,102.0057856037152,104.9263868986694,103.3253540587219,109.3896546074481,101.8335675675676,103.977641984184,100.831248564868,91.91746794871796,85.07120823637881,101.6655445914896,84.48144855595667,92.541469740634,107.8902362204724,95.71435302390996,101.630072874494,104.7906152228211,101.1109153952843,105.0035465393795,101.307761732852,98.08096487842532,104.9935377574371,106.2049838303989,104.6271063659948,97.6900927493559,106.6720100999012,99.5454355400697,92.4666997635934,105.3,97.56059120768064,97.11914893617022,98.51124881381664,102.979264454745,93.31409715857012,104.3327528675704,112.9583200930052,97.75631192314935,99.9573743347132,102.3753440116491,99.2146628757108,111.3825306704708,100.7717027632561,103.2464450937424,101.1165919202705,99.85474418604652,101.1816365617535,106.811923076923,112.8154064039409,105.4885365853658,99.47542961608777,101.8552615289384,103.0413150867824,100.4967118644068,106.6929590948651,106.5819708029197,99.9870048522276,102.469690092346,107.7632673267327,103.9144444444445,102.3143114754098,107.4060253699788,107.0645550527904,102.8962987236978,103.1814917127072,108.3039332365747,107.0789855072464,102.2830787490832,105.9393233211025,107.1093452463407,99.6978575037898,99.19109263657955,100.4738696939783,97.24564467241782,107.359829059829,99.49880325043092,99.07259492697928,105.890452079566,109.5523445273632,113.1107142857143,101.1553911299309,101.9857971014493,110.6415812125748,110.7167511346445,99.4408088441086,101.3969181946403,94.29009272137228,99.25527400486769,124.3976386276091,97.83166444385166,102.7760071766433,102.0989305922294,103.777338317757,106.789067467326
