annee_deb_couv,mois_deb_couv,annee_fin_couv,mois_fin_couv,valeur
"2024","1","2024","1","120.2198958046761"
"2024","0","2024","0","126.1115234907221"
"2024","3","2024","3","120.3300543000123"
"2024","4","2024","4","119.6505709706699"
"2024","5","2024","5","118.7069991242895"
"2024","6","2024","6","114.8122223817774"
"2024","7","2024","7","119.0448512063322"
"2024","0","2024","0","119.4377507561831"
"2024","9","2024","9","113.3090222948219"
"2024","10","2024","10","117.3883692365142"
"2023","1","2023","1","105.5395660881175"
"2023","0","2023","0","108.5728437917223"
"2023","3","2023","3","110.8490186915888"
"2023","4","2023","4","110.8476702269693"
"2023","5","2023","5","108.3950200267023"
"2023","6","2023","6","107.4099399198932"
"2023","7","2023","7","109.9515020026702"
"2023","0","2023","0","105.8106408544726"
"2023","9","2023","9","117.0493413275167"
"2023","10","2023","10","113.9927093034111"
"2023","11","2023","11","115.7385735629548"
"2023","0","2023","0","115.3549919379884"
"2022","1","2022","1","97.92451935914552"
"2022","0","2022","0","102.8165487316422"
"2022","3","2022","3","89.8624499332443"
"2022","4","2022","4","97.41276368491322"
"2022","5","2022","5","99.24741655540721"
"2022","6","2022","6","118.461134846462"
"2022","7","2022","7","107.6417556742323"
"2022","0","2022","0","105.3022897196262"
"2022","9","2022","9","118.2060480640855"
"2022","10","2022","10","107.4547329773031"
"2022","11","2022","11","107.0604138851802"
"2022","0","2022","0","108.3313284379172"
"2021","1","2021","1","89.5745460614152"
"2021","0","2021","0","97.1611214953271"
"2021","3","2021","3","94.46610814419223"
"2021","4","2021","4","94.25947263017353"
"2021","5","2021","5","98.16639519359146"
"2021","6","2021","6","95.24257676902536"
"2021","7","2021","7","97.49216955941256"
"2021","0","2021","0","107.4393324432577"
"2021","9","2021","9","93.88991989319092"
"2021","10","2021","10","99.54355807743657"
"2021","11","2021","11","101.6240787716956"
"2021","0","2021","0","107.6740921228304"
"2020","1","2020","1","94.49087449933243"
"2020","0","2020","0","95.6900934579439"
"2020","3","2020","3","88.1498598130841"
"2020","4","2020","4","100.7609679572764"
"2020","5","2020","5","95.23846461949265"
"2020","6","2020","6","97.56776368491322"
"2020","7","2020","7","97.06915220293723"
"2020","0","2020","0","97.74484646194927"
"2020","9","2020","9","94.44349799732976"
"2020","10","2020","10","95.06969959946595"
"2020","11","2020","11","91.63288384512681"
"2020","0","2020","0","93.49258344459278"
"2019","1","2019","1","90.5695126835781"
"2019","0","2019","0","97.6038251001335"
"2019","3","2019","3","95.87066088117489"
"2019","4","2019","4","104.313090787717"
"2019","5","2019","5","96.63084043781403"
"2019","6","2019","6","102.5046728971962"
"2019","7","2019","7","94.88495327102802"
"2019","0","2019","0","94.69919999999999"
"2019","9","2019","9","97.58910000000002"
"2019","10","2019","10","97.96970000000002"
"2019","11","2019","11","97.27549399198931"
"2019","0","2019","0","95.86544726301734"
"2018","1","2018","1","95.18820427236315"
"2018","0","2018","0","97.03690921228304"
"2018","3","2018","3","92.44102803738316"
"2018","4","2018","4","98.37008678237649"
"2018","5","2018","5","95.53510013351134"
"2018","6","2018","6","101.2822363150868"
"2018","7","2018","7","94.01449265687583"
"2018","0","2018","0","99.307129506008"
"2018","9","2018","9","99.84662216288382"
"2018","10","2018","10","114.522870493992"
"2018","11","2018","11","90.64993324432575"
"2018","0","2018","0","96.02734312416555"
"2017","1","2017","1","100.9343591455274"
"2017","0","2017","0","104.8851869158878"
"2017","3","2017","3","103.2811882510013"
"2017","4","2017","4","104.20673564753"
"2017","5","2017","5","106.9738718291054"
"2017","6","2017","6","100.7735781041388"
"2017","7","2017","7","88.52822429906541"
"2017","0","2017","0","94.63065420560747"
"2017","9","2017","9","100.7793858477971"
"2017","10","2017","10","103.0413150867824"
"2017","11","2017","11","95.22554072096128"
"2017","0","2017","0","92.20602803738318"
